,name,size,latency,readRate,writeRate,Price,RAMmark
182,Corsair CMK32GX4M4Z3200C16 8GB,8,21.0,18.1,14.7,346.5,990.0132436490808
183,Corsair CMK64GX4M4A2133C13 16GB,16,34.25,14.6,11.9,289.9,608.430565079408
184,Corsair CMK64GX4M4A2400C14 16GB,16,27.0,14.7,11.2,449.9,770.051246690585
185,Corsair CMK64GX4M4A2400C16 16GB,16,28.0,14.3,10.4,454.9,742.4580417743856
186,Corsair CMK64GX4M4A2666C16 16GB,16,32.38461538,17.4,13.0,399.9,643.9297920799155
187,Corsair CMK64GX4M4B2800C14 16GB,16,27.0,14.8,11.1,464.9,770.0401989112851
188,Corsair CMK64GX4M4B3000C15 16GB,16,27.0,14.4,11.7,359.9,770.1408009034851
189,Corsair CMK64GX4M4B3200C16 16GB,16,30.44444444,17.9,13.7,349.9,684.8256032639335
190,Corsair CMK64GX4M4B3333C16 16GB,16,33.33333333,15.6,12.8,673.6,625.4266409086139
191,Corsair CMK64GX4M4B3466C16 16GB,16,21.0,18.8,14.8,579.9,990.1615526939809
192,Corsair CMK64GX4M4C3000C15 16GB,16,24.0,17.3,13.9,449.9,866.8051503581833
193,Corsair CMK64GX4M4C3200C16 16GB,16,26.0,17.4,14.7,499.9,800.9005423104538
194,Corsair CMK64GX4M4D3000C16 16GB,16,25.0,16.5,14.9,299.9,832.5532906804999
195,Corsair CMK64GX4M4K3733C17 16GB,16,20.0,19.4,15.0,839.9,1039.4589849283002
196,Corsair CMK64GX4M8A2133C13 8GB,8,28.0,13.2,10.6,269.9,742.3257184091856
197,Corsair CMK64GX4M8A2400C14 8GB,8,36.33333333,13.5,10.4,499.9,573.2677688288364
198,Corsair CMK64GX4M8A2666C16 8GB,8,28.0,13.2,10.1,519.9,742.1846912216855
199,Corsair CMK64GX4M8B2800C14 8GB,8,27.0,14.1,11.8,379.9,770.117533366385
200,Corsair CMK64GX4M8X3600C18 8GB,8,19.0,20.2,17.2,729.9,1094.5272702195575
201,Corsair CMK64GX4M8X4000C19 8GB,8,29.0,12.6,14.8,879.9,717.9911549331999
202,Corsair CMK64GX4M8X4133C19 8GB,8,26.0,12.3,15.3,899.9,800.1947343672538
203,Corsair CMK64GX4M8X4200C19 8GB,8,28.0,12.9,15.0,919.9,743.5152846845856
204,Corsair CMK64GX4M8Z2933C16 8GB,8,84.0,12.8,10.5,459.9,250.8481282376952
205,Corsair CMK128GX4M8A2133C13 16GB,16,26.0,15.2,11.0,999.9,799.4794726425538
206,Corsair CMK128GX4M8A2666C16 16GB,16,32.0,11.4,13.0,999.9,650.5599196676125
207,Corsair CMK128GX4M8B3000C16 16GB,16,27.0,13.7,11.1,764.9,769.8514646710851
208,Corsair CMK128GX4M8B3200C16 16GB,16,27.0,14.3,9.9,949.9,769.615945370285
209,Corsair CMR16GX4M2A2666C16 8GB,8,26.33333333,18.0,13.4,476.9,790.5891099438761
210,Corsair CMR16GX4M2C3000C15 8GB,8,29.55,18.1,13.7,136.6,705.378874718062
211,Corsair CMR16GX4M2C3000C16 8GB,8,24.33333333,19.1,14.6,258.9,855.5317507724517
212,Corsair CMR16GX4M2C3200C16 8GB,8,26.5,17.9,12.9,275.3,785.5018608307718
213,Corsair CMR16GX4M2C3466C16 8GB,8,26.75,18.8,14.0,369.6,778.6881083654316
214,Corsair CMR16GX4M2C3600C18 8GB,8,25.66666667,19.5,14.7,359.9,811.5695401772042
215,Corsair CMR16GX4M2C 8GB,8,66.0,11.4,7.2,115.3,316.6836080537394
216,Corsair CMR16GX4M2D3000C16 8GB,8,21.0,18.3,13.3,146.5,989.6526828404808
217,Corsair CMR16GX4M2D3200C16 8GB,8,25.33333333,18.8,13.7,194.3,821.7473507961602
218,Corsair CMR16GX4M2Z3200C16 8GB,8,22.0,18.7,14.7,293.3,945.4452119527182
219,Corsair CMR32GX4M2C3000C15 16GB,16,20.0,19.2,14.5,383.6,1039.2836424243999
220,Corsair CMR32GX4M2C3200C16 16GB,16,25.375,20.3,16.2,298.2,821.3721543467427
221,Corsair CMR32GX4M2C3333C16 16GB,16,22.0,18.8,14.4,507.6,945.3777532984183
222,Corsair CMR32GX4M2D3000C16 16GB,16,21.0,18.9,15.1,235.9,990.2633266646808
223,Corsair CMR32GX4M2F3600C18 16GB,16,25.0,16.7,13.2,761.9,832.1081135594
224,Corsair CMR32GX4M4A2666C16 8GB,8,26.0,15.6,13.4,538.3,800.2250337753538
225,Corsair CMR32GX4M4C3000C15 8GB,8,35.1875,16.1,14.0,638.5,593.2260052432905
226,Corsair CMR32GX4M4C3000C16 8GB,8,20.0,19.0,15.5,764.4,1039.5313814830001
227,Corsair CMR32GX4M4C3200C16 8GB,8,27.0,18.8,13.9,532.7,771.5162574892851
228,Corsair CMR32GX4M4C3333C16 8GB,8,22.0,18.2,14.8,848.0,945.3876290992182
229,Corsair CMR32GX4M4C3466C16 8GB,8,22.0,17.8,14.6,523.3,945.2625875914182
230,Corsair CMR32GX4M4C3600C18 8GB,8,22.0,18.2,14.5,649.9,945.3030127867182
231,Corsair CMR32GX4M4D3000C16 8GB,8,23.0,17.2,14.2,470.8,904.2602750853998
232,Corsair CMR64GX4M4C3000C15 16GB,16,23.0,18.4,13.6,769.9,904.2969343588
233,Corsair CMR64GX4M4C3200C16 16GB,16,24.0,16.8,14.1,499.9,866.7757729421833
234,Corsair CMR64GX4M8C3000C15 8GB,8,98.0,10.7,9.0,969.9,214.96611056005304
235,Corsair CMR64GX4M8X3800C19 8GB,8,64.0,14.3,10.4,889.9,327.8555305015062
236,Corsair CMR128GX4M8C3000C16 16GB,16,21.0,19.7,15.9,999.9,990.6262314302809
237,Corsair CMSO4GX4M1A2133C15 4GB,4,28.0,12.2,8.3,24.9,741.5054167646856
238,Corsair CMSO8GX4M1A2133C15 8GB,8,39.0,14.6,11.0,38.0,534.7868898696358
239,Corsair CMSO16GX4M1A2133C15 16GB,16,28.0,13.7,9.1,68.9,741.9884251376857
240,Corsair CMSO16GX4M2A2133C15 8GB,8,28.0,15.1,11.9,444.9,743.0183846024856
241,Corsair CMSO32GX4M2A2133C15 16GB,16,32.0,13.3,10.9,373.8,650.2936009859125
242,Corsair CMSX8GX4M1A2400C16 8GB,8,25.0,15.6,10.5,38.9,831.1578325067
243,Corsair CMSX8GX4M2A2400C16 4GB,4,25.0,15.1,10.7,65.9,831.1284550907
244,Corsair CMSX8GX4M2A2666C18 4GB,4,30.0,17.6,12.9,134.8,694.5913050223667
245,Corsair CMSX16GX4M1A2400C16 16GB,16,33.0,16.2,12.1,125.5,631.5860856037788
246,Corsair CMSX16GX4M1A2666C18 16GB,16,31.16666667,16.7,13.8,73.9,668.9392302048617
247,Corsair CMSX16GX4M2A2400C16 8GB,8,32.22222222,15.7,12.0,72.9,646.5678016065717
248,Corsair CMSX16GX4M2A2666C18 8GB,8,27.0,15.6,12.0,99.9,770.431309114385
249,Corsair CMSX16GX4M2A3000C16 8GB,8,22.0,16.7,13.0,129.9,944.6225663512182
250,Corsair CMSX32GX4M2A2400C16 16GB,16,33.5,15.1,11.5,137.9,621.8938846036849
251,Corsair CMSX32GX4M2A2666C18 16GB,16,36.42105263,15.8,12.6,139.9,572.9148555104114
252,Corsair CMSX32GX4M2A3000C16 16GB,16,32.71428571,17.5,13.7,249.9,637.7223758416077
253,Corsair CMSX64GX4M4A2400C16 16GB,16,26.0,15.8,12.5,289.9,800.0055001542538
254,Corsair CMSX64GX4M4A2666C18 16GB,16,24.0,16.6,14.0,559.9,866.7132521882833
255,Corsair CMT16GX4M2C3200C16 8GB,8,24.44444444,19.7,16.1,146.9,852.2026117575421
256,Corsair CMT16GX4M2C3600C18 8GB,8,23.0,20.0,16.5,179.9,905.3894145774999
257,Corsair CMT16GX4M2K3600C16 8GB,8,24.0,20.1,15.7,259.9,867.7932626627833
258,Corsair CMT32GX4M2C3000C15 16GB,16,27.25,18.5,14.9,254.9,764.734269514133
259,Corsair CMT32GX4M2C3200C16 16GB,16,26.75,19.2,15.3,229.9,779.1234096857315
260,Corsair CMT32GX4M2C3466C16 16GB,16,30.33333333,16.9,12.8,299.9,686.8832921429839
261,Corsair CMT32GX4M4C3000C15 8GB,8,22.0,18.0,14.8,249.9,945.3533137828182
262,Corsair CMT32GX4M4C3200C14 8GB,8,18.0,20.2,17.9,519.9,1155.0697131716777
263,Corsair CMT32GX4M4C3200C16 8GB,8,27.875,18.9,15.3,269.9,747.9346121982865
264,Corsair CMT32GX4M4C3600C18 8GB,8,25.0,17.4,14.5,379.9,832.5948878542999
265,Corsair CMT32GX4M4K3600C16 8GB,8,21.75,20.9,17.9,529.9,957.5079042096332
266,Corsair CMT64GX4M4K3600C18 16GB,16,22.0,18.0,14.4,689.9,945.2404920328182
267,Corsair CMU16GX4M2A2666C16 8GB,8,29.75,16.8,11.7,213.9,699.896528555016
268,Corsair CMU16GX4M2C3000C15 8GB,8,27.70833333,19.0,14.4,159.6,752.1513127851975
269,Corsair CMU16GX4M2C3200C16 8GB,8,26.73913043,18.8,13.9,199.9,778.9735265242642
270,Corsair CMU16GX4M2D3000C16 8GB,8,20.0,19.7,14.9,335.0,1039.4822524654
271,Corsair CMU32GX4M2A2666C16 16GB,16,24.0,17.1,13.0,484.6,866.5169861042833
272,Corsair CMU32GX4M2C3000C15 16GB,16,32.5,16.5,12.0,435.9,641.230794479923
273,Corsair CMU32GX4M2C3000C16 16GB,16,22.0,18.4,13.5,623.8,945.0552737281182
274,Corsair CMU32GX4M2C3200C16 16GB,16,24.66666667,19.5,15.2,399.9,844.3083078001248
275,Corsair CMU32GX4M2D3200C16 16GB,16,30.0,15.0,12.3,732.2,693.9759732841666
276,Corsair CMU32GX4M4A2666C16 8GB,8,24.0,16.7,12.6,349.9,866.3355337214832
277,Corsair CMU32GX4M4C3000C15 8GB,8,34.5,15.4,12.5,377.1,604.3706162169666
278,Corsair CMU32GX4M4C3200C16 8GB,8,22.0,17.3,13.0,358.1,944.7255123004182
279,Corsair CMU32GX4M4C3400C16 8GB,8,22.0,17.7,13.3,329.9,944.8787592457182
280,Corsair CMU32GX4M4C3466C16 8GB,8,22.0,17.9,14.2,349.9,945.1669234996182
281,Corsair CMU32GX4M4D3000C16 8GB,8,94.0,11.1,8.8,575.4,223.9396814564766
282,Corsair CMU64GX4M4A2666C16 16GB,16,24.0,17.5,13.3,699.9,866.6702330495833
283,Corsair CMU64GX4M4C3000C15 16GB,16,27.0,14.9,11.5,951.5,770.170178319485
284,Corsair CMU64GX4M4C3200C16 16GB,16,24.0,16.4,12.1,583.4,866.1430335593833
285,Corsair CMU64GX4M4D3000C16 16GB,16,73.0,14.0,10.6,829.9,288.10406321135616
286,Corsair CMV4GX4M1A2133C15 4GB,4,33.2,14.2,9.8,24.9,626.8267755276529
287,Corsair CMV4GX4M1A2666C18 4GB,4,23.0,17.4,13.8,24.9,904.1817686517999
288,Corsair CMV8GX4M1A2133C15 8GB,8,33.75,13.9,8.7,36.9,616.3348371004481
289,Corsair CMV8GX4M1A2666C18 8GB,8,23.0,17.1,10.6,42.9,903.2277216772
290,Corsair CMV16GX4M1A2133C15 16GB,16,31.6,15.6,10.4,66.9,658.7109624655923
291,Corsair CMV16GX4M1A2666C18 16GB,16,23.0,16.9,11.1,68.9,903.3344335482999
292,Corsair CMW16GX4M2A2666C16 8GB,8,29.42857143,17.2,12.4,180.2,707.7395705804828
293,Corsair CMW16GX4M2C3000C15 8GB,8,27.86538462,18.2,14.3,145.1,747.7879324861964
294,Corsair CMW16GX4M2C3200C14 8GB,8,18.0,20.4,16.2,214.9,1154.6245360505777
295,Corsair CMW16GX4M2C3200C16 8GB,8,26.92307692,18.7,14.6,114.9,773.8804524438633
296,Corsair CMW16GX4M2C3466C16 8GB,8,26.33333333,18.4,11.5,149.9,790.1218372641761
297,Corsair CMW16GX4M2C3600C18 8GB,8,26.125,19.1,15.6,149.9,797.6481340666785
298,Corsair CMW16GX4M2D3000C16 8GB,8,29.25,16.6,12.6,102.9,711.9744212494479
299,Corsair CMW16GX4M2K3600C16 8GB,8,16.0,22.3,19.0,229.9,1299.0596704192249
300,Corsair CMW16GX4M2K4000C19 8GB,8,22.0,17.8,14.8,535.7,945.3189984664182
301,Corsair CMW16GX4M2K4266C19 8GB,8,18.0,20.6,16.2,478.5,1154.6588513669776
302,Corsair CMW16GX4M2Z2933C16 8GB,8,21.0,18.0,13.8,94.9,989.7422370533808
303,Corsair CMW32GX4M2A2666C16 16GB,16,29.85714286,17.2,13.2,159.9,697.8988363571727
304,Corsair CMW32GX4M2C3000C15 16GB,16,28.5,18.6,14.4,174.9,731.3929661006385
305,Corsair CMW32GX4M2C3200C16 16GB,16,27.925,18.6,14.6,199.9,746.3600496251776
306,Corsair CMW32GX4M2C3466C16 16GB,16,24.0,19.9,16.2,269.9,867.8999745338833
307,Corsair CMW32GX4M2Z2933C16 16GB,16,54.0,17.9,10.6,169.9,388.24602816039254
308,Corsair CMW32GX4M4A2666C16 8GB,8,37.5,15.1,13.5,179.9,556.7449850440333
309,Corsair CMW32GX4M4C3000C15 8GB,8,26.28571429,19.1,15.2,189.9,792.7053266194378
310,Corsair CMW32GX4M4C3200C14 8GB,8,17.0,21.6,17.3,409.9,1222.5851049910527
311,Corsair CMW32GX4M4C3200C16 8GB,8,27.73076923,18.4,14.6,199.9,751.502164555762
312,Corsair CMW32GX4M4C3466C16 8GB,8,20.0,19.1,14.6,279.9,1039.2946902037
313,Corsair CMW32GX4M4C3600C18 8GB,8,27.6,17.9,14.1,299.9,754.8015089636333
314,Corsair CMW32GX4M4K4000C19 8GB,8,22.33333333,20.6,18.0,755.9,932.7006358316014
315,Corsair CMW32GX4M4Z2933C16 8GB,8,63.0,15.4,10.7,209.9,333.2474305760936
316,Corsair CMW64GX4M4A2666C16 16GB,16,23.0,17.8,14.1,299.9,904.3350155970999
317,Corsair CMW64GX4M4C3000C15 16GB,16,28.0,18.0,14.5,349.9,744.2492980652856
318,Corsair CMW64GX4M4C3200C16 16GB,16,30.0,18.2,15.3,399.9,695.3711814715666
319,Corsair CMW64GX4M4C3466C16 16GB,16,22.0,18.2,15.2,499.9,945.5004508492182
320,Corsair CMW64GX4M4K3600C18 16GB,16,26.66666667,18.4,14.0,649.9,781.0304579714343
321,Corsair CMW64GX4M8A2666C16 8GB,8,24.0,16.0,11.6,379.9,865.9333757390833
322,Corsair CMW64GX4M8C3000C15 8GB,8,26.0,15.2,15.5,575.3,800.7487173300538
323,Corsair CMW64GX4M8C3200C16 8GB,8,27.0,13.0,15.3,399.9,770.915989438685
324,Corsair CMW64GX4M8X3600C18 8GB,8,21.0,17.2,13.1,619.9,989.4075377252808
325,Corsair CMW64GX4M8Z2933C16 8GB,8,35.0,10.0,12.4,439.9,594.8701449914284
326,Corsair CMW128GX4M8C3000C16 16GB,16,23.0,14.7,11.4,979.9,903.0415813803999
327,Corsair CMW128GX4M8C3200C16 16GB,16,26.0,16.1,15.7,819.9,800.9595471288538
328,Crucial Technology BLE4G4D26AFEA.8FAD 4GB,4,24.0,15.3,12.1,94.1,865.9542993191833
329,Crucial Technology BLE4G4D32AEEA.K8FD 4GB,4,23.0,17.3,13.0,144.9,903.9389674936
330,Crucial Technology BLE4G4D32AEEA.K8FE 4GB,4,22.0,17.6,12.8,144.2,944.7205744000181
331,Crucial Technology BLE8G4D26AFEA.16FAD 8GB,8,32.25,16.1,11.6,129.7,645.9719399915177
332,Crucial Technology BLE8G4D30AEEA.K16FD 8GB,8,62.0,18.0,9.5,141.7,338.63872846188707
333,Crucial Technology BLE8G4D30AEEA.K16FE 8GB,8,21.0,18.8,14.6,49.9,990.1051418189809
334,Crucial Technology BLE8G4D36BEEAK.M8FE1 8GB,8,21.8,21.3,17.5,77.9,955.2873984586412
335,Crucial Technology BLS4G4D26BFSB.8FBD2 4GB,4,24.0,15.7,12.4,36.9,866.1075462644833
336,Crucial Technology BLS4G4D26BFSB.8FBR2 4GB,4,21.0,17.7,13.6,115.3,989.6343532037808
337,Crucial Technology BLS4G4D240FSA.8FAD 4GB,4,28.0,12.8,10.2,27.9,742.1442660263857
338,Crucial Technology BLS4G4D240FSA.M8FADM 4GB,4,28.0,12.9,10.2,68.9,742.1614236845857
339,Crucial Technology BLS4G4D240FSB.8FADG 4GB,4,27.0,14.4,10.7,29.9,769.8587465284851
340,Crucial Technology BLS4G4D240FSC.8FARG 4GB,4,23.0,17.3,12.9,26.9,903.9107620561
341,Crucial Technology BLS4G4D240FSE.8FAR 4GB,4,24.0,15.1,10.8,19.9,865.5533133152833
342,Crucial Technology BLS4G4D240FSE.8FBD 4GB,4,23.0,16.4,11.8,18.9,903.4460833198
343,Crucial Technology BLS4G4S26BFSD.8FBD2 4GB,4,69.0,16.1,8.5,80.1,304.26117374103336
344,Crucial Technology BLS4G4S26BFSD.8FBR2 4GB,4,27.0,15.3,11.6,85.3,770.2670143897851
345,Crucial Technology BLS4G4S240FSD.8FAR 4GB,4,28.0,15.5,11.4,30.1,742.9459880477856
346,Crucial Technology BLS4G4S240FSD.M8FADM 4GB,4,25.0,15.4,12.5,19.9,831.6876259402999
347,Crucial Technology BLS8G4D26BFSB.16FBD2 8GB,8,29.4,17.1,12.7,49.9,708.4885559735435
348,Crucial Technology BLS8G4D26BFSE.16FB 8GB,8,24.0,14.3,7.0,117.9,864.3442454246832
349,Crucial Technology BLS8G4D26BFSTK.8FD 8GB,8,25.66666667,18.4,13.8,32.9,811.1269569995042
350,Crucial Technology BLS8G4D30AESBK.M8FE 8GB,8,26.5,18.4,14.2,37.9,785.9543198092716
351,Crucial Technology BLS8G4D30AESCK.M8FE 8GB,8,26.0,18.6,14.3,37.9,800.9936124588539
352,Crucial Technology BLS8G4D30AESEK.M8FE 8GB,8,21.0,18.5,14.2,36.9,989.9408470943807
353,Crucial Technology BLS8G4D30CESTK.8FD 8GB,8,25.66666667,18.3,13.7,38.9,811.0815939038041
354,Crucial Technology BLS8G4D32AESBK.M8FE 8GB,8,25.33333333,19.4,15.1,39.9,822.2451728703601
355,Crucial Technology BLS8G4D32AESCK.M8FE 8GB,8,20.0,18.4,14.7,38.9,1039.2027920337998
356,Crucial Technology BLS8G4D32AESEK.M8FE 8GB,8,19.0,19.3,16.2,38.9,1094.0907969207576
357,Crucial Technology BLS8G4D32AESTK.M8FE 8GB,8,19.0,20.4,17.4,38.9,1094.6179964109576
